gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,TotalCharges_missing,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_0-12,tenure_group_13-24,tenure_group_25-48,tenure_group_49-60,tenure_group_61+,MonthlyCharges_TotalCharges,tenure_TotalCharges,MonthlyCharges_tenure,TotalCharges_log,MonthlyCharges_bin_Low,MonthlyCharges_bin_Medium,MonthlyCharges_bin_High,gender_z,SeniorCitizen_z,Partner_z,Dependents_z,tenure_z,PhoneService_z,PaperlessBilling_z,MonthlyCharges_z,TotalCharges_z,Churn_z,MonthlyCharges_TotalCharges_z,tenure_TotalCharges_z,MonthlyCharges_tenure_z,TotalCharges_log_z
1,1,1,0,30,1,0,74.85,2181.75,0,0,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,163303.9875,65452.5,2245.5,7.688340828690917,False,False,True,0.9904615066732041,2.272997308849135,1.0344567814491916,-0.6539654975887953,-0.09661875017706603,0.3274150630750442,-1.2050277364749034,0.3359736211675533,-0.043803153916190385,-0.6009808099475747,-0.12121735166606104,-0.34781068617184474,-0.01469615679460307,0.48208273874781904
1,0,0,0,3,1,1,50.5,147.75,0,0,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,7461.375,443.25,151.5,5.002267044425739,False,True,False,0.9904615066732041,-0.43988526126177124,-0.9665536859352237,-0.6539654975887953,-1.1960812690222022,0.3274150630750442,0.8297385900637549,-0.4739972404546901,-0.9437820757602222,-0.6009808099475747,-0.7807767544639173,-0.7639358198055198,-0.940313132049063,-1.2559128265814463
1,0,0,0,11,1,0,72.9,818.45,0,0,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,59665.005000000005,9002.95,801.9000000000001,6.708633383509836,False,False,True,0.9904615066732041,-0.43988526126177124,-0.9665536859352237,-0.6539654975887953,-0.8703145967717915,0.3274150630750442,-1.2050277364749034,0.2711094248569428,-0.6470191146585546,-0.6009808099475747,-0.5598397817429277,-0.7091450583928876,-0.6528149082164456,-0.15182657715378922
0,0,0,0,62,1,1,114.729,7133.45,0,0,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,818413.58505,442273.89999999997,7113.198,8.872690442146478,False,False,True,-1.0094870000640024,-0.43988526126177124,-0.9665536859352237,-0.6539654975887953,1.2064479388245768,0.3274150630750442,0.8297385900637549,1.6624963312551695,2.1471632311846416,-0.6009808099475747,2.6513471478364226,2.064228453351047,2.1369866986075863,1.2484036000894239
1,0,0,0,18,1,0,19.2,348.8,0,0,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,6696.96,6278.400000000001,345.59999999999997,5.857361562584502,True,False,False,0.9904615066732041,-0.43988526126177124,-0.9665536859352237,-0.6539654975887953,-0.5852687585526821,0.3274150630750442,-1.2050277364749034,-1.515150750466034,-0.8548239822318335,-0.6009808099475747,-0.7840119228995704,-0.7265849416839828,-0.8545145384975393,-0.7026329840085975
1,0,0,1,6,1,0,19.55,128.6,0,0,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,2514.13,771.5999999999999,117.30000000000001,4.864452783918174,True,False,False,0.9904615066732041,-0.43988526126177124,-0.9665536859352237,1.528915544836743,-1.0739187669282981,0.3274150630750442,-1.2050277364749034,-1.5035084588205399,-0.9522553286379574,-0.6009808099475747,-0.8017145577088076,-0.7618340467866246,-0.9554306585790068,-1.3450840827860877
0,0,0,0,46,1,1,101.1,4674.4,0,0,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,472581.8399999999,215022.4,4650.599999999999,8.450069999559938,False,False,True,-1.0094870000640024,-0.43988526126177124,-0.9665536859352237,-0.6539654975887953,0.5549145943237555,0.3274150630750442,0.8297385900637549,1.2091454945796227,1.0591134928559462,-0.6009808099475747,1.1877129365341799,0.6095883705020197,1.0484372659296095,0.9749515231823717
1,0,0,0,21,1,1,84.1,1737.45,0,0,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,146119.54499999998,36486.450000000004,1766.1,7.460749190608673,False,False,True,0.9904615066732041,-0.43988526126177124,-0.9665536859352237,-0.6539654975887953,-0.4631062564587781,0.3274150630750442,0.8297385900637549,0.6436627575127587,-0.24039147002990882,-0.6009808099475747,-0.19394560262960353,-0.5332227840977508,-0.22660674797750097,0.3348219821706596
1,0,0,0,68,1,1,24.15,1498.85,0,0,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,36197.22749999999,101921.79999999999,1642.1999999999998,7.313120382089968,True,False,False,0.9904615066732041,-0.43988526126177124,-0.9665536859352237,-0.6539654975887953,1.4507729430123848,0.3274150630750442,0.8297385900637549,-1.3504954829083295,-0.34596421867886956,-0.6009808099475747,-0.659160455752374,-0.11437017830524754,-0.28137462917808725,0.23930032672568713
0,0,0,0,1,1,1,50.1,50.1,0,0,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,2510.01,50.1,50.1,3.933784497209659,False,True,False,-1.0094870000640024,-0.43988526126177124,-0.9665536859352237,-0.6539654975887953,-1.277522937084805,0.3274150630750442,0.8297385900637549,-0.4873027166209692,-0.9869890284239734,-0.6009808099475747,-0.8017319944335642,-0.7664523785458234,-0.9851352721115283,-1.9472631310933848
0,0,1,0,25,1,1,74.6,1797.75,0,0,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,134112.15,44943.75,1864.9999999999998,7.4948472582015775,False,False,True,-1.0094870000640024,-0.43988526126177124,1.0344567814491916,-0.6539654975887953,-0.30022292033357273,0.3274150630750442,0.8297385900637549,0.3276576985636288,-0.2137106789840902,-0.6009808099475747,-0.24476347681891078,-0.47908748654117117,-0.18288969026371588,0.35688477531130985
0,0,0,1,24,1,0,19.75,498.1,0,0,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,9837.475,11954.400000000001,474.0,6.2128064764755635,True,False,False,-1.0094870000640024,-0.43988526126177124,-0.9665536859352237,1.528915544836743,-0.34094375436487406,0.3274150630750442,-1.2050277364749034,-1.4968557207374,-0.7887635825114236,-0.6009808099475747,-0.7707205890041141,-0.6902527849754414,-0.7977575090693289,-0.4726461207733765
0,0,1,0,30,1,1,85.0,2624.25,1,0,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,223061.25,78727.5,2550.0,7.872931408586103,False,False,True,-1.0094870000640024,-0.43988526126177124,1.0344567814491916,-0.6539654975887953,-0.09661875017706603,0.3274150630750442,0.8297385900637549,0.673600078886887,0.1519887206737723,1.663710385590557,0.13168821591311913,-0.2628372224111178,0.1199028732746343,0.6015201165066568
0,0,0,0,2,1,0,80.55,184.1,1,0,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,14829.255,368.2,161.1,5.220896219579452,False,False,True,-1.0094870000640024,-0.43988526126177124,-0.9665536859352237,-0.6539654975887953,-1.2368021030535035,0.3274150630750442,-1.2050277364749034,0.5255766565370313,-0.9276983816554875,1.663710385590557,-0.7495943040754763,-0.7644162159226756,-0.9360696158301314,-1.1144511366254137
1,0,1,0,51,1,1,106.8,5498.8,0,0,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,587271.84,280438.8,5446.8,8.612467006923026,False,False,True,0.9904615066732041,-0.43988526126177124,1.0344567814491916,-0.6539654975887953,0.7585187644802621,0.3274150630750442,0.8297385900637549,1.398748529949101,1.4238837107360938,-0.6009808099475747,1.6731056458413736,1.0283196770750682,1.4003838923372511,1.0800287851225177
0,0,1,1,57,1,1,84.5,4845.4,0,0,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,409436.3,276187.8,4816.5,8.485991440272972,False,False,True,-1.0094870000640024,-0.43988526126177124,1.0344567814491916,1.528915544836743,1.0028437686680702,0.3274150630750442,0.8297385900637549,0.6569682336790381,1.1347754376127452,-0.6009808099475747,0.9204674509533467,1.0011089656289778,1.121770530588022,0.9981941105696615
0,0,0,0,15,1,0,25.05,369.1,0,0,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,9245.955,5536.5,375.75,5.9137732393921105,True,False,False,-1.0094870000640024,-0.43988526126177124,-0.9665536859352237,-0.6539654975887953,-0.7074312606465861,0.3274150630750442,-1.2050277364749034,-1.3205581615342015,-0.8458418917139212,-0.6009808099475747,-0.7732240286711244,-0.7313338541332546,-0.8411872453724571,-0.6661324065863606
0,0,1,1,72,1,1,83.7,6096.9,0,0,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,510310.52999999997,438976.8,6026.400000000001,8.715699728594453,False,False,True,-1.0094870000640024,-0.43988526126177124,1.0344567814491916,1.528915544836743,1.6136562791375904,0.3274150630750442,0.8297385900637549,0.6303572813464798,1.6885235303796116,-0.6009808099475747,1.3473888547285409,2.0431236693687125,1.656586184055248,1.1468244232441611
0,0,0,0,2,1,1,75.8,160.75,1,0,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,12184.85,321.5,151.6,5.08605193338101,False,False,True,-1.0094870000640024,-0.43988526126177124,-0.9665536859352237,-0.6539654975887953,-1.2368021030535035,0.3274150630750442,0.8297385900637549,0.3675741270624664,-0.9380299980886527,1.663710385590557,-0.760785993912912,-0.7647151432867152,-0.9402689287551158,-1.2017007024399267
1,0,1,0,28,1,0,96.6,2684.35,0,0,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,259308.20999999996,75161.8,2704.7999999999997,7.895566352265149,False,False,True,0.9904615066732041,-0.43988526126177124,1.0344567814491916,-0.6539654975887953,-0.1780604182396687,0.3274150630750442,-1.2050277364749034,1.0594588877089823,0.17858101821695138,-0.6009808099475747,0.2850931345507463,-0.2856613188127467,0.18832957230490657,0.6161658168467247
1,1,1,0,29,1,1,98.5,3004.15,1,0,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,295908.775,87120.35,2856.5,8.00808276252883,False,False,True,0.9904615066732041,2.272997308849135,1.0344567814491916,-0.6539654975887953,-0.13733958420836737,0.3274150630750442,0.8297385900637549,1.1226598994988086,0.32008212893756177,1.663710385590557,0.43999458548390596,-0.20911447022096957,0.25538596922281576,0.6889683672496881
1,0,1,1,70,1,1,101.1,6994.8,0,0,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,707174.28,489636.0,7077.0,8.853065247965418,False,False,True,0.9904615066732041,-0.43988526126177124,1.0344567814491916,1.528915544836743,1.5322146110749875,0.3274150630750442,0.8297385900637549,1.2091454945796227,2.085815110479787,-0.6009808099475747,2.180558520583228,2.367393928905241,2.120985990264577,1.2357053262537558
0,0,0,0,13,1,0,20.2,273.25,0,0,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,5519.65,3552.25,262.59999999999997,5.614040099155339,True,False,False,-1.0094870000640024,-0.43988526126177124,-0.9665536859352237,-0.6539654975887953,-0.7888729287091888,0.3274150630750442,-1.2050277364749034,-1.481887060050336,-0.8882524028539165,-0.6009808099475747,-0.7889945516430917,-0.7440350665978287,-0.891203272473719,-0.8600715573145802
0,1,1,0,59,1,1,94.05,5483.9,0,0,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,515760.7949999999,323550.1,5548.95,8.609754141002568,False,False,True,-1.0094870000640024,2.272997308849135,1.0344567814491916,-0.6539654975887953,1.084285436730673,0.3274150630750442,0.8297385900637549,0.9746364771489529,1.4172909447894486,-0.6009808099475747,1.3704555466353514,1.3042757213860154,1.4455375571043203,1.0782734539895056
1,1,1,0,13,1,1,95.25,1233.65,1,0,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,117505.1625,16037.45,1238.25,7.1185428080867625,False,False,True,0.9904615066732041,2.272997308849135,1.0344567814491916,-0.6539654975887953,-0.7888729287091888,0.3274150630750442,0.8297385900637549,1.0145529056477904,-0.4633066031788878,1.663710385590557,-0.3150478142158564,-0.6641171238674763,-0.45993383507781926,0.1134009703077427
1,1,1,0,7,1,1,74.4,527.9,1,0,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,39275.76,3695.2999999999997,520.8000000000001,6.270799378071934,False,False,True,0.9904615066732041,2.272997308849135,1.0344567814491916,-0.6539654975887953,-1.033197932896997,0.3274150630750442,0.8297385900637549,0.3210049604804896,-0.7755780506181333,1.663710385590557,-0.6461314451074595,-0.743119401513763,-0.7770703675020371,-0.4351224286151427
0,0,1,0,62,1,0,81.0,4985.9,0,0,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,403857.89999999997,309125.8,5022.0,8.514569753209523,False,False,True,-1.0094870000640024,-0.43988526126177124,1.0344567814491916,-0.6539654975887953,1.2064479388245768,0.3274150630750442,-1.2050277364749034,0.5405453172240955,1.1969421232170159,-0.6009808099475747,0.8968584642099579,1.2119455719830887,1.2126082996495269,1.0166854049783536
0,0,0,0,21,1,1,60.25,1258.35,0,0,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,75815.5875,26425.35,1265.25,7.138350993821386,False,True,False,-1.0094870000640024,-0.43988526126177124,-0.9665536859352237,-0.6539654975887953,-0.4631062564587781,0.3274150630750442,0.8297385900637549,-0.1496762589016357,-0.45237765560290577,-0.6009808099475747,-0.49148704831748213,-0.5976240282591859,-0.4479989457120741,0.12621764688813383
0,0,0,0,2,1,0,60.85,111.4,0,0,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,6778.6900000000005,222.8,121.7,4.722063937459591,False,True,False,-1.0094870000640024,-0.43988526126177124,-0.9665536859352237,-0.6539654975887953,-1.2368021030535035,0.3274150630750442,-1.2050277364749034,-0.1297180446522169,-0.959865769864957,-0.6009808099475747,-0.7836660239883169,-0.7653469233901565,-0.95348571364533,-1.4372152763322348
0,0,0,0,1,1,0,43.95,43.95,0,0,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,1931.6025000000002,43.95,43.95,3.8055507609176296,False,True,False,-1.0094870000640024,-0.43988526126177124,-0.9665536859352237,-0.6539654975887953,-1.277522937084805,0.3274150630750442,-1.2050277364749034,-0.6918744126775112,-0.989710203630139,-0.6009808099475747,-0.8041799391847073,-0.766491744783272,-0.9878537746892814,-2.0302354106736047
1,0,0,0,4,1,0,86.05,308.1,0,0,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,26512.005,1232.4,344.2,5.733664849138071,False,False,True,0.9904615066732041,-0.43988526126177124,-0.9665536859352237,-0.6539654975887953,-1.1553604349909008,0.3274150630750442,-1.2050277364749034,0.7085269538233697,-0.8728324100189782,-0.6009808099475747,-0.7001503972426346,-0.7588844594343879,-0.8551333846128001,-0.7826696310564425
0,0,0,0,19,1,0,20.25,383.65,0,0,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,7768.912499999999,7289.349999999999,384.75,5.952333829904943,True,False,False,-1.0094870000640024,-0.43988526126177124,-0.9665536859352237,-0.6539654975887953,-0.5445479245213808,0.3274150630750442,-1.2050277364749034,-1.4802238755295511,-0.8394039893968952,-0.6009808099475747,-0.7794751897212321,-0.7201138363590179,-0.8372089489172088,-0.6411821853004196
0,0,0,0,30,1,0,85.15,2555.9,1,0,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,217634.885,76677.0,2554.5,7.846550866196361,False,False,True,-1.0094870000640024,-0.43988526126177124,-0.9665536859352237,-0.6539654975887953,-0.09661875017706603,0.3274150630750442,-1.2050277364749034,0.6785896324492419,0.12174606614671257,1.663710385590557,0.10872267393875586,-0.2759625020677182,0.12189202150225849,0.5844508662303117
1,0,1,1,67,1,1,19.4,1284.2,0,0,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,24913.48,86041.40000000001,1299.8,7.158669627241704,True,False,False,0.9904615066732041,-0.43988526126177124,1.0344567814491916,1.528915544836743,1.4100521089810836,0.3274150630750442,0.8297385900637549,-1.5084980123828944,-0.4409398703867463,-0.6009808099475747,-0.7069156983207171,-0.21602084451284426,-0.432726707653315,0.13936460323197217
1,1,1,0,72,1,1,102.65,7550.3,0,0,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,775038.295,543621.6,7390.8,8.929475012851324,False,False,True,0.9904615066732041,2.272997308849135,1.0344567814491916,-0.6539654975887953,1.6136562791375904,0.3274150630750442,0.8297385900637549,1.2607042147239549,2.3316058140610845,-0.6009808099475747,2.467773605641333,2.7129565221407286,2.2596959266709042,1.285145454554582
1,0,1,0,53,1,0,19.9,1110.05,0,0,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,22089.995,58832.649999999994,1054.6999999999998,7.013060793127408,True,False,False,0.9904615066732041,-0.43988526126177124,1.0344567814491916,-0.6539654975887953,0.8399604325428648,0.3274150630750442,-1.2050277364749034,-1.4918661671750455,-0.5179955878101181,-0.6009808099475747,-0.7188652931750046,-0.3901844401512382,-0.541068981117913,0.045149950810336556
0,0,0,0,5,1,0,19.55,99.6,0,0,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,1947.18,498.0,97.75,4.611152257665639,True,False,False,-1.0094870000640024,-0.43988526126177124,-0.9665536859352237,-0.6539654975887953,-1.1146396009595996,0.3274150630750442,-1.2050277364749034,-1.5035084588205399,-0.9650868865206894,-0.6009808099475747,-0.8041140118594896,-0.7635853642770152,-0.9640724025456854,-1.508979502897531
1,1,1,0,71,1,1,95.5,6707.15,0,0,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,640532.825,476207.64999999997,6780.5,8.81107848405266,False,False,True,0.9904615066732041,2.272997308849135,1.0344567814491916,-0.6539654975887953,1.572935445106289,0.3274150630750442,0.8297385900637549,1.0228688282517149,1.958539330308481,-0.6009808099475747,1.8985175719859355,2.28143886961399,1.9899232237111162,1.2085382357924401
0,0,1,1,50,1,1,84.15,4164.4,0,0,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,350434.26,208219.99999999997,4207.5,8.334567588404916,False,False,True,-1.0094870000640024,-0.43988526126177124,1.0344567814491916,1.528915544836743,0.7177979304489608,0.3274150630750442,0.8297385900637549,0.645325942033544,0.8334550611251417,-0.6009808099475747,0.6707581471757601,0.5660461113768995,0.8525724704495471,0.9002169125591631
1,0,1,1,56,1,1,103.2,5873.75,0,0,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,606171.0,328930.0,5779.2,8.678418784915458,False,False,True,0.9904615066732041,-0.43988526126177124,1.0344567814491916,1.528915544836743,0.9621229346367688,0.3274150630750442,0.8297385900637549,1.2789992444525886,1.5897869048095548,-0.6009808099475747,1.753090949494963,1.338712537784233,1.5473156414177585,1.1227021838757034
1,0,0,0,2,1,1,50.2,109.25,0,0,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,5484.35,218.5,100.4,4.702750514326955,False,True,False,0.9904615066732041,-0.43988526126177124,-0.9665536859352237,-0.6539654975887953,-1.2368021030535035,0.3274150630750442,0.8297385900637549,-0.48397634757939934,-0.960817075018332,-0.6009808099475747,-0.7891439488236527,-0.7653744477512994,-0.9629010152560844,-1.4497118220163034
0,1,0,0,2,1,1,88.55,179.25,1,0,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,15872.5875,358.5,177.1,5.1943447761650585,False,False,True,-1.0094870000640024,2.272997308849135,-0.9665536859352237,-0.6539654975887953,-1.2368021030535035,0.3274150630750442,0.8297385900637549,0.7916861798626145,-0.9298443490944961,1.663710385590557,-0.7451786968831907,-0.7644783057606025,-0.9289970887985787,-1.1316309665979292
1,0,1,1,24,1,0,54.75,1338.15,1,0,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,73263.71250000001,32115.600000000002,1314.0,7.199790363315396,False,True,False,0.9904615066732041,-0.43988526126177124,1.0344567814491916,1.528915544836743,-0.34094375436487406,0.3274150630750442,-1.2050277364749034,-0.33262655618797404,-0.41706874804973276,1.663710385590557,-0.502287131324399,-0.56120065709802,-0.42644983991281193,0.16597133956133298
1,0,1,1,46,1,0,19.95,862.4,0,0,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,17204.879999999997,39670.4,917.6999999999999,6.760878083121377,True,False,False,0.9904615066732041,-0.43988526126177124,1.0344567814491916,1.528915544836743,0.5549145943237555,0.3274150630750442,-1.2050277364749034,-1.4902029826542604,-0.6275726674535175,-0.6009808099475747,-0.7395401489176779,-0.512842274874326,-0.601627493825583,-0.11802219814948788
1,0,1,0,71,1,1,114.729,8039.882999999997,0,0,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,922407.7367069997,570831.6929999997,8145.759,8.99229418201324,False,False,True,0.9904615066732041,-0.43988526126177124,1.0344567814491916,-0.6539654975887953,1.572935445106289,0.3274150630750442,0.8297385900637549,1.6624963312551695,2.5482303865749314,-0.6009808099475747,3.091472730057142,2.8871287143412174,2.5934126726217794,1.3257919319747644
0,0,0,0,29,0,1,31.2,926.2,0,0,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,28897.440000000002,26859.800000000003,904.8,6.832169292025542,True,False,False,-1.0094870000640024,-0.43988526126177124,-0.9665536859352237,-0.6539654975887953,-0.13733958420836737,-3.0537935721706098,0.8297385900637549,-1.1159864654776592,-0.5993432401115071,-0.6009808099475747,-0.6900547240581704,-0.5948431076316267,-0.6073297187447724,-0.07189397723157426
1,0,1,1,69,1,0,24.45,1718.2,0,0,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,42009.99,118555.8,1687.05,7.449614345328301,True,False,False,0.9904615066732041,-0.43988526126177124,1.0344567814491916,1.528915544836743,1.4914937770436862,0.3274150630750442,-1.2050277364749034,-1.34051637578362,-0.2489089696589637,-0.6009808099475747,-0.6345595965803952,-0.007895707782013405,-0.261549451842766,0.3276172985795838
1,0,1,0,71,1,0,84.2,5956.85,0,0,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,501566.77,422936.35000000003,5978.2,8.692464956722665,False,False,True,0.9904615066732041,-0.43988526126177124,1.0344567814491916,-0.6539654975887953,1.572935445106289,0.3274150630750442,-1.2050277364749034,0.6469891265543288,1.62655595515628,-0.6009808099475747,1.3103833847143123,1.9404485208353226,1.635280196372695,1.1317906104311404
0,1,0,0,1,1,1,91.3,91.3,1,0,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,8335.689999999999,91.3,91.3,4.525044141508807,False,False,True,-1.0094870000640024,2.272997308849135,-0.9665536859352237,-0.6539654975887953,-1.277522937084805,0.3274150630750442,0.8297385900637549,0.8831613285057837,-0.9687593668802298,1.663710385590557,-0.777076465627594,-0.7661886567599897,-0.96692351500528,-1.5646948465698092
1,1,1,0,56,1,1,85.65,4824.45,0,0,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,413214.1425,270169.2,4796.400000000001,8.481659273672951,False,False,True,0.9904615066732041,2.272997308849135,1.0344567814491916,-0.6539654975887953,0.9621229346367688,0.3274150630750442,0.8297385900637549,0.6952214776570909,1.1255057432112545,-0.6009808099475747,0.936456091692826,0.9625838214489167,1.112885668504634,0.9953910280991762
